measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,92,Spain,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0070611133378151,0.0075403148209989,0.0065564586984002
5,Prevalence,92,Spain,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0537478668234572,0.0585420921223584,0.0491932893297739
5,Prevalence,20,Viet Nam,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.028971406044083,0.033397432571247,0.0249501547719603
5,Prevalence,92,Spain,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0959451122244443,0.1013722701450779,0.0904006301633688
5,Prevalence,86,Italy,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0407662786118643,0.0482299279908311,0.033714067982175
5,Prevalence,79,Finland,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0754371252167677,0.0820706046786249,0.0696876311355267
5,Prevalence,67,Japan,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0067686957810692,0.0071807577051011,0.0062401273576241
5,Prevalence,6,China,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0173372807761009,0.0209669063780305,0.0145938605561888
5,Prevalence,67,Japan,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0925115136601162,0.1031048943287449,0.0831795714436241
5,Prevalence,67,Japan,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0394152609969818,0.0457114476792172,0.0334377441888944
5,Prevalence,67,Japan,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0180704058299989,0.0195437958616969,0.0166036942749565
5,Prevalence,6,China,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0084023147833056,0.0096689570670506,0.0071078032366561
5,Prevalence,125,Colombia,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.051842150389588,0.0563104111756855,0.0484028070199405
5,Prevalence,123,Peru,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0011545116819589,0.00136256280379,0.0009710420683826
5,Prevalence,125,Colombia,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.00241507464833,0.0025958995633564,0.0022408380774843
5,Prevalence,86,Italy,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0177749990984922,0.020366287206996,0.0153759083661989
5,Prevalence,161,Bangladesh,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0042834922277159,0.0044638439084306,0.0041056574217596
5,Prevalence,95,United Kingdom,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0109323400535473,0.0115969931910873,0.0102036853460297
5,Prevalence,123,Peru,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.026720948614108,0.0283895926438966,0.0250686596760708
5,Prevalence,163,India,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0242787155874798,0.0288714518141493,0.020869275321703
5,Prevalence,92,Spain,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0120972892267015,0.012403555312808,0.0117401141070954
5,Prevalence,130,Mexico,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0191592322533089,0.0215380818835619,0.0169688443656107
5,Prevalence,86,Italy,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0957832257638502,0.1016261654975961,0.089168406234978
5,Prevalence,123,Peru,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0538051867756966,0.0578550566104997,0.049866321510816
5,Prevalence,92,Spain,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.049700441991626,0.0570362108156016,0.0428539093162728
5,Prevalence,130,Mexico,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0279298189313882,0.0351728504651574,0.0223437775179432
5,Prevalence,165,Pakistan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.001635783502366,0.0018610028898118,0.0014051101874017
5,Prevalence,95,United Kingdom,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.1066143903936892,0.1226984095375054,0.0916470615767413
5,Prevalence,163,India,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0024342821947302,0.0027707624449681,0.0020940472847527
5,Prevalence,161,Bangladesh,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0196042772937591,0.0236444715611829,0.0165532760900993
5,Prevalence,17,Sri Lanka,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0186845899568245,0.0213100855413739,0.0162902560900365
5,Prevalence,79,Finland,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0097657412912071,0.0103972569724264,0.0091618933632181
5,Prevalence,95,United Kingdom,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0903431028378157,0.0959216687897084,0.0845543920922537
5,Prevalence,92,Spain,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0903687168557674,0.096085324082527,0.0850189294020158
5,Prevalence,206,Gambia,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.023115077858918,0.0251181555606451,0.0211129699025006
5,Prevalence,206,Gambia,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.000203811090235,0.0002585726477669,0.0001602544208673
5,Prevalence,180,Kenya,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.001750734242649,0.0019817986046111,0.0015127629712486
5,Prevalence,125,Colombia,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0052020043357537,0.0053999700856957,0.0050207101172564
5,Prevalence,125,Colombia,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.038499500272085,0.0459077117389076,0.0324784473124573
5,Prevalence,123,Peru,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0044728768764946,0.004629417638552,0.0043122664461223
5,Prevalence,130,Mexico,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0040863140921942,0.0046798794474794,0.0035418791828581
5,Prevalence,95,United Kingdom,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0135236620253519,0.015386073498543,0.0116479532556383
5,Prevalence,161,Bangladesh,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0667227927333901,0.0700623629080488,0.0635568575893267
5,Prevalence,165,Pakistan,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0137367968174921,0.0152328680445679,0.012224754619078
5,Prevalence,92,Spain,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0142198478711508,0.0159201646295277,0.012531110860893
5,Prevalence,206,Gambia,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0058712160990561,0.0060665773819108,0.0056687680534435
5,Prevalence,161,Bangladesh,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0023097106494128,0.002637701896042,0.0019961169424529
5,Prevalence,123,Peru,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0487821739283383,0.0617910355152525,0.0382322124951896
5,Prevalence,180,Kenya,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0070501682779545,0.0078729287297501,0.0061814105541824
5,Prevalence,165,Pakistan,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0410536658066047,0.0452928020027141,0.0372783438635991
5,Prevalence,125,Colombia,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0061202396602797,0.0069307916918647,0.0053253323543054
5,Prevalence,123,Peru,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0142484520670929,0.0159697618816766,0.0125719491436423
5,Prevalence,130,Mexico,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0833187555564202,0.0890072404897351,0.0780442156486107
5,Prevalence,206,Gambia,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0300816881742787,0.0356193781914698,0.0255010548179622
5,Prevalence,123,Peru,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0037898300238925,0.0043293398237823,0.0032999742036745
5,Prevalence,125,Colombia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.023059479070071,0.0258154122959112,0.0205357536522432
5,Prevalence,180,Kenya,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0005106063750519,0.000636892374791,0.0003995294264269
5,Prevalence,163,India,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0226915910772862,0.0246197522981979,0.0205396717649483
5,Prevalence,95,United Kingdom,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0090403842172051,0.009377022375402,0.0085952214783825
5,Prevalence,130,Mexico,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0017796316554011,0.0018226278927605,0.0017273082909441
5,Prevalence,130,Mexico,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0815436094799268,0.0890069049280422,0.0742080742957935
5,Prevalence,165,Pakistan,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0008977899035108,0.0011136670525147,0.0007044228375756
5,Prevalence,163,India,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0006293504564206,0.0006749921458656,0.0005809689345783
5,Prevalence,206,Gambia,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0014459748451088,0.0016539663743906,0.0012381914296592
5,Prevalence,180,Kenya,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0362282552268252,0.0396127939067724,0.0331105728849764
5,Prevalence,214,Nigeria,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0011276078920876,0.0012868931635413,0.0009714248582816
5,Prevalence,161,Bangladesh,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0440762600642649,0.0469117696538143,0.0413150506456244
5,Prevalence,165,Pakistan,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0043761568921892,0.0048304539507742,0.0039400984677603
5,Prevalence,161,Bangladesh,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0004536261719171,0.0005236327673203,0.0003858021937149
5,Prevalence,95,United Kingdom,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0622883320504299,0.0678799536717959,0.0565464917648336
5,Prevalence,161,Bangladesh,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0209438451318657,0.0229533928903985,0.0190904126758087
5,Prevalence,163,India,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0407066287013896,0.0447832387911294,0.0368090264395892
5,Prevalence,180,Kenya,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0079318880706104,0.0087209641352039,0.0071009415182045
5,Prevalence,163,India,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0037273175434243,0.0040816891368323,0.0033712103985372
5,Prevalence,165,Pakistan,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0616059759838414,0.0666075302293561,0.0570516033540684
5,Prevalence,95,United Kingdom,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0748563680319676,0.0804947445738663,0.069313706642034
5,Prevalence,214,Nigeria,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0519671638533109,0.055757302929828,0.0484030800900263
5,Prevalence,165,Pakistan,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0187747558623352,0.0225417194417523,0.0157234293245983
5,Prevalence,180,Kenya,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0044642280126866,0.0048659319588399,0.0040752178572373
5,Prevalence,206,Gambia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0084064629734387,0.0093294965416188,0.0074953774898715
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0082281177848628,0.008534275862185,0.0079425876571409
5,Prevalence,130,Mexico,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0053058506532796,0.0057042460651092,0.0048928138959917
5,Prevalence,125,Colombia,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0789216597753393,0.0842579219123622,0.0739003687804845
5,Prevalence,180,Kenya,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0316412466490134,0.0387089570981765,0.026105222137032
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.090318571991869,0.1057039036268634,0.0768375049039183
5,Prevalence,214,Nigeria,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0006247732970063,0.0008239735431419,0.0004497697746382
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0083310783455216,0.0092329178319405,0.0074423193188357
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0003455433905958,0.0004275871927719,0.0002666731753519
5,Prevalence,163,India,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0830119031344674,0.0895146764175922,0.076943946096702
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0059247146925793,0.0061246513525073,0.0057212476650393
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0230797226188594,0.025144132415511,0.0210996584078895
5,Prevalence,214,Nigeria,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.01543941249092,0.0169145373169294,0.0138690536201764
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0111766444090597,0.0127554189854207,0.0096463788778075
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0362904544052514,0.042651348085978,0.0310780274855292
5,Prevalence,214,Nigeria,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0079127791798558,0.008807342874565,0.0069811189612968
5,Prevalence,214,Nigeria,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0047234869558978,0.0051197692691246,0.004333561185594
5,Prevalence,44566,European Region,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.1023126123943766,0.1087305457277891,0.0962559460284008
5,Prevalence,44566,European Region,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0062763142136195,0.0064924669031862,0.0059853066479131
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0014372152474985,0.0016327027220416,0.0012374264743458
5,Prevalence,206,Gambia,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.04305010852939,0.0465676731388333,0.0398321028957558
5,Prevalence,214,Nigeria,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0498203387427578,0.0619268345112742,0.0409156661806441
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0051223867707887,0.0054900212287457,0.0047416794273132
5,Prevalence,44587,African Union,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0052486392566819,0.0054620691035978,0.0050147965884553
5,Prevalence,44566,European Region,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0580107996090294,0.062061126197417,0.0542695300638607
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.1529810294262948,0.1632629511950142,0.1420796206842027
5,Prevalence,44566,European Region,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0125446770454157,0.0131160224105213,0.0120058848197095
5,Prevalence,217,Sierra Leone,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0440328998238174,0.0475268275843104,0.0408609439888396
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0306718038923345,0.0346564195445482,0.0267455724342355
5,Prevalence,44587,African Union,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0006429500291976,0.0007009258004702,0.0005894058464575
5,Prevalence,44587,African Union,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0402291261204571,0.0477260773348258,0.0340184139776774
5,Prevalence,44566,European Region,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.0498325546428872,0.0565381850449092,0.0438471162404871
5,Prevalence,44587,African Union,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0248490046231958,0.0266930500521781,0.023117121247005
5,Prevalence,44566,European Region,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0413875005650685,0.0453750944529555,0.0375223168355627
5,Prevalence,385,Puerto Rico,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0993484466004698,0.1057834278906889,0.0927981985603908
5,Prevalence,44566,European Region,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0124491959661833,0.0141563529830851,0.0108317385369117
5,Prevalence,44587,African Union,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0019475232500414,0.0021986922956499,0.001682210974609
5,Prevalence,44587,African Union,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0488963998203273,0.0526910164875035,0.045225691764918
5,Prevalence,44587,African Union,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0095273089607081,0.0105679766036028,0.0085511461977825
6,Incidence,79,Finland,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0007328205859909,0.000819248633153,0.000664542629352
6,Incidence,20,Viet Nam,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,2.95897073911e-05,3.69331769028e-05,2.26002771549e-05
6,Incidence,95,United Kingdom,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0006401854790537,0.0007019377603771,0.0005806112366467
6,Incidence,17,Sri Lanka,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0013169884079847,0.0014404957906274,0.0011985536855062
6,Incidence,79,Finland,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0009812984792933,0.0010796604371312,0.0008906715560739
6,Incidence,67,Japan,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0007587914742536,0.0008667562076763,0.0006685038992721
6,Incidence,123,Peru,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,7.94064558679e-05,9.07285728522e-05,6.83128061629e-05
6,Incidence,17,Sri Lanka,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0006516972876701,0.0007183295998174,0.0005836827711079
6,Incidence,20,Viet Nam,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0002176709608999,0.0002406373778103,0.0001935227392465
6,Incidence,123,Peru,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0002171155412616,0.0002499571260614,0.0001891707585675
6,Incidence,67,Japan,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0008692751903715,0.0010123811278842,0.0007532011909349
6,Incidence,86,Italy,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0002612898085697,0.0002952915430084,0.0002279661716895
6,Incidence,92,Spain,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0010143731559827,0.0010978454594388,0.0009330481869076
6,Incidence,6,China,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,6.61288647104e-05,7.66387329615e-05,5.60670240731e-05
6,Incidence,20,Viet Nam,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0003502753477263,0.0003927242162771,0.0003100199922814
6,Incidence,86,Italy,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0009513179892202,0.0010652684691348,0.0008267868499331
6,Incidence,6,China,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0004461667896482,0.0005318814074231,0.0003717951755141
6,Incidence,95,United Kingdom,3,Both,22,All ages,589,Chronic kidney disease,2,Percent,2013,0.0009506594511319,0.0010470838571078,0.0008609217598689
6,Incidence,125,Colombia,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,9.97584003624e-05,0.0001150298929073,8.62218015102e-05
6,Incidence,17,Sri Lanka,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0001950046542867,0.0002238319273773,0.0001701232349357
6,Incidence,92,Spain,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0005724565870316,0.0006552768805447,0.0004980813396901
6,Incidence,123,Peru,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,2.90776941523e-05,3.48918368165e-05,2.37694073257e-05
6,Incidence,6,China,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0008533511061308,0.0009421291252742,0.0007709920546496
6,Incidence,79,Finland,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0004709611917413,0.0005193374539361,0.000422905995386
6,Incidence,125,Colombia,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,5.89409923977e-05,6.51644835816e-05,5.27193931042e-05
6,Incidence,20,Viet Nam,3,Both,22,All ages,515,Asthma,2,Percent,2013,0.001111574084854,0.001369134711091,0.0009221346767889
6,Incidence,86,Italy,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0002182923695338,0.000239815046892,0.000195383236355
6,Incidence,17,Sri Lanka,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0003210809876574,0.0003656107902807,0.00027876203746
6,Incidence,67,Japan,3,Both,22,All ages,495,Ischemic stroke,2,Percent,2013,0.0003256995349474,0.0003766716321572,0.0002787266496465
6,Incidence,6,China,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0008728225947192,0.0009658606065306,0.0007854778447154
6,Incidence,20,Viet Nam,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0005032396126488,0.0005478670510786,0.0004601604413346
6,Incidence,123,Peru,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0003374860678665,0.0003676090270782,0.0003112001919268
6,Incidence,95,United Kingdom,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0001885566228068,0.0002009044615353,0.0001734170716261
6,Incidence,17,Sri Lanka,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,3.96478282391e-05,4.40181774821e-05,3.53605616735e-05
6,Incidence,125,Colombia,3,Both,22,All ages,976,Diabetes mellitus type 2,2,Percent,2013,0.0005595098810306,0.0006189987998863,0.0005056433067327
6,Incidence,79,Finland,3,Both,22,All ages,429,Breast cancer,2,Percent,2013,0.0002093165078103,0.000229200184527,0.000186291436018
6,Incidence,125,Colombia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,2,Percent,2013,0.0003916275063542,0.0004373693565009,0.0003448936707831
6,Incidence,20,Viet Nam,3,Both,22,All ages,543,Alzheimer's disease and other dementias,2,Percent,2013,0.0001944765291096,0.0002253578941338,0.0001669431967022
